transaction_id,customer_id,transaction_date,product_id,quantity,unit_price,total_amount
T0192,C022,2025-01-20,P025,2,28,56
T0192,C022,2025-01-20,P029,3,28,84
T0193,C045,2025-01-18,P007,1,72,72
T0193,C045,2025-01-18,P001,2,62,124
T0193,C045,2025-01-18,P003,3,45,135
T0194,C007,2024-08-24,P007,2,72,144
T0194,C007,2024-08-24,P005,1,55,55
T0194,C007,2024-08-24,P003,2,45,90
T0194,C007,2024-08-24,P001,3,62,186
T0194,C007,2024-08-24,P013,1,150,150
T0194,C007,2024-08-24,P011,1,48,48
T0195,C041,2025-01-08,P005,3,55,165
T0195,C041,2025-01-08,P028,1,25,25
T0195,C041,2025-01-08,P025,1,28,28
T0195,C041,2025-01-08,P003,2,45,90
T0195,C041,2025-01-08,P001,3,62,186
T0195,C041,2025-01-08,P029,1,28,28
T0195,C041,2025-01-08,P030,3,40,120
T0196,C007,2025-03-02,P015,3,45,135
T0196,C007,2025-03-02,P014,2,58,116
T0196,C007,2025-03-02,P017,3,20,60
T0196,C007,2025-03-02,P016,3,52,156
T0197,C021,2024-12-16,P007,1,72,72
T0197,C021,2024-12-16,P004,3,38,114
T0197,C021,2024-12-16,P037,3,35,105
T0197,C021,2024-12-16,P039,2,30,60
T0197,C021,2024-12-16,P003,3,45,135
T0197,C021,2024-12-16,P019,3,78,234
T0197,C021,2024-12-16,P021,1,130,130
T0197,C021,2024-12-16,P018,3,95,285
T0197,C021,2024-12-16,P020,1,65,65
T0197,C021,2024-12-16,P040,2,55,110
T0198,C008,2024-10-01,P007,1,72,72
T0198,C008,2024-10-01,P027,3,38,114
T0198,C008,2024-10-01,P017,2,20,40
T0198,C008,2024-10-01,P004,2,38,76
T0198,C008,2024-10-01,P003,1,45,45
T0198,C008,2024-10-01,P039,2,30,60
T0198,C008,2024-10-01,P015,3,45,135
T0198,C008,2024-10-01,P014,3,58,174
T0198,C008,2024-10-01,P016,3,52,156
T0199,C042,2024-08-28,P037,3,35,105
T0199,C042,2024-08-28,P010,1,85,85
T0199,C042,2024-08-28,P001,2,62,124
T0199,C042,2024-08-28,P013,1,150,150
T0199,C042,2024-08-28,P011,2,48,96
T0199,C042,2024-08-28,P038,1,42,42
T0199,C042,2024-08-28,P002,1,32,32
T0199,C042,2024-08-28,P014,2,58,116
T0199,C042,2024-08-28,P016,3,52,156
T0200,C033,2025-02-09,P047,2,180,360
T0200,C033,2025-02-09,P048,1,220,220
T0200,C033,2025-02-09,P037,1,35,35
T0200,C033,2025-02-09,P039,3,30,90
T0200,C033,2025-02-09,P013,1,150,150
T0200,C033,2025-02-09,P021,1,130,130
T0200,C033,2025-02-09,P018,2,95,190
T0200,C033,2025-02-09,P038,1,42,42
T0200,C033,2025-02-09,P040,2,55,110
T0201,C015,2025-03-03,P024,2,30,60
T0201,C015,2025-03-03,P028,3,25,75
T0201,C015,2025-03-03,P001,3,62,186
T0201,C015,2025-03-03,P013,1,150,150
T0201,C015,2025-03-03,P030,3,40,120
T0201,C015,2025-03-03,P011,1,48,48
T0202,C018,2025-03-06,P035,2,180,360
T0202,C018,2025-03-06,P024,3,30,90
T0202,C018,2025-03-06,P025,1,28,28
T0202,C018,2025-03-06,P034,2,120,240
T0202,C018,2025-03-06,P031,1,38,38
T0202,C018,2025-03-06,P036,3,95,285
T0202,C018,2025-03-06,P030,3,40,120
T0203,C049,2024-10-05,P005,1,55,55
T0203,C049,2024-10-05,P003,1,45,45
T0203,C049,2024-10-05,P001,1,62,62
T0203,C049,2024-10-05,P036,3,95,285
T0203,C049,2024-10-05,P029,3,28,84
T0203,C049,2024-10-05,P026,3,42,126
T0204,C023,2025-01-06,P028,1,25,25
T0204,C023,2025-01-06,P029,1,28,28
T0204,C023,2025-01-06,P030,3,40,120
T0205,C023,2025-02-28,P028,2,25,50
T0205,C023,2025-02-28,P001,2,62,124
T0205,C023,2025-02-28,P013,3,150,450
T0205,C023,2025-02-28,P029,2,28,56
T0205,C023,2025-02-28,P011,3,48,144
T0205,C023,2025-02-28,P030,3,40,120
T0206,C007,2024-08-09,P050,1,78,78
T0206,C007,2024-08-09,P024,3,30,90
T0206,C007,2024-08-09,P028,1,25,25
T0206,C007,2024-08-09,P049,1,120,120
T0206,C007,2024-08-09,P029,1,28,28
T0206,C007,2024-08-09,P030,3,40,120
T0206,C007,2024-08-09,P041,2,85,170
T0206,C007,2024-08-09,P043,1,35,35
T0207,C049,2024-12-19,P005,2,55,110
T0207,C049,2024-12-19,P024,2,30,60
T0207,C049,2024-12-19,P001,1,62,62
T0207,C049,2024-12-19,P009,3,110,330
T0207,C049,2024-12-19,P032,1,25,25
T0207,C049,2024-12-19,P026,2,42,84
T0208,C033,2024-10-21,P024,1,30,30
T0208,C033,2024-10-21,P028,3,25,75
T0208,C033,2024-10-21,P017,1,20,20
T0208,C033,2024-10-21,P015,3,45,135
T0208,C033,2024-10-21,P029,2,28,56
T0208,C033,2024-10-21,P030,3,40,120
T0208,C033,2024-10-21,P014,3,58,174
T0208,C033,2024-10-21,P016,3,52,156
T0209,C023,2024-07-03,P044,2,95,190
T0209,C023,2024-07-03,P047,2,180,360
T0209,C023,2024-07-03,P048,2,220,440
T0209,C023,2024-07-03,P045,3,65,195
T0209,C023,2024-07-03,P037,3,35,105
T0209,C023,2024-07-03,P039,1,30,30
T0209,C023,2024-07-03,P019,3,78,234
T0209,C023,2024-07-03,P020,2,65,130
T0209,C023,2024-07-03,P041,2,85,170
T0209,C023,2024-07-03,P040,3,55,165
T0209,C023,2024-07-03,P046,1,88,88
T0209,C023,2024-07-03,P043,1,35,35
T0210,C007,2025-01-22,P007,2,72,144
T0210,C007,2025-01-22,P004,2,38,76
T0210,C007,2025-01-22,P003,1,45,45
T0211,C028,2024-09-12,P037,2,35,70
T0211,C028,2024-09-12,P001,1,62,62
T0211,C028,2024-09-12,P019,3,78,234
T0211,C028,2024-09-12,P036,2,95,190
T0211,C028,2024-09-12,P021,2,130,260
T0211,C028,2024-09-12,P018,1,95,95
T0211,C028,2024-09-12,P038,2,42,84
T0211,C028,2024-09-12,P026,3,42,126
T0211,C028,2024-09-12,P016,3,52,156
T0212,C011,2024-06-27,P024,2,30,60
T0212,C011,2024-06-27,P045,3,65,195
T0212,C011,2024-06-27,P034,1,120,120
T0212,C011,2024-06-27,P032,3,25,75
T0212,C011,2024-06-27,P026,1,42,42
T0212,C011,2024-06-27,P046,1,88,88
T0213,C014,2025-01-31,P007,2,72,144
T0213,C014,2025-01-31,P045,1,65,65
T0213,C014,2025-01-31,P004,2,38,76
T0213,C014,2025-01-31,P003,3,45,135
T0213,C014,2025-01-31,P001,1,62,62
T0214,C031,2024-07-07,P015,1,45,45
T0214,C031,2024-07-07,P014,1,58,58
T0214,C031,2024-07-07,P017,2,20,40
T0214,C031,2024-07-07,P016,2,52,104
T0215,C020,2024-08-10,P035,3,180,540
T0215,C020,2024-08-10,P005,3,55,165
T0215,C020,2024-08-10,P034,1,120,120
T0215,C020,2024-08-10,P013,3,150,450
T0215,C020,2024-08-10,P036,3,95,285
T0216,C011,2025-01-12,P044,2,95,190
T0216,C011,2025-01-12,P024,1,30,30
T0216,C011,2025-01-12,P045,1,65,65
T0216,C011,2025-01-12,P034,1,120,120
T0216,C011,2025-01-12,P040,1,55,55
T0216,C011,2025-01-12,P032,1,25,25
T0216,C011,2025-01-12,P026,3,42,126
T0216,C011,2025-01-12,P046,3,88,264
T0217,C025,2024-11-27,P005,3,55,165
T0217,C025,2024-11-27,P001,3,62,186
T0217,C025,2024-11-27,P019,3,78,234
T0217,C025,2024-11-27,P021,3,130,390
T0217,C025,2024-11-27,P018,3,95,285
T0217,C025,2024-11-27,P009,2,110,220
T0217,C025,2024-11-27,P016,3,52,156
T0218,C002,2024-11-02,P031,3,38,114
T0218,C002,2024-11-02,P025,2,28,56
T0218,C002,2024-11-02,P029,2,28,56
T0219,C042,2024-06-28,P024,1,30,30
T0219,C042,2024-06-28,P028,3,25,75
T0219,C042,2024-06-28,P039,1,30,30
T0219,C042,2024-06-28,P030,2,40,80
T0219,C042,2024-06-28,P041,2,85,170
T0220,C009,2024-12-16,P024,1,30,30
T0220,C009,2024-12-16,P025,1,28,28
T0220,C009,2024-12-16,P037,3,35,105
T0220,C009,2024-12-16,P039,1,30,30
T0220,C009,2024-12-16,P001,1,62,62
T0220,C009,2024-12-16,P031,2,38,76
T0220,C009,2024-12-16,P013,1,150,150
T0220,C009,2024-12-16,P021,1,130,130
T0220,C009,2024-12-16,P018,1,95,95
T0220,C009,2024-12-16,P030,2,40,80
T0220,C009,2024-12-16,P011,3,48,144
T0220,C009,2024-12-16,P038,2,42,84
T0220,C009,2024-12-16,P040,3,55,165
T0221,C046,2025-02-12,P037,3,35,105
T0221,C046,2025-02-12,P039,3,30,90
T0221,C046,2025-02-12,P019,1,78,78
T0221,C046,2025-02-12,P021,2,130,260
T0221,C046,2025-02-12,P018,1,95,95
T0221,C046,2025-02-12,P020,2,65,130
T0221,C046,2025-02-12,P038,1,42,42
T0221,C046,2025-02-12,P040,3,55,165
T0222,C014,2024-08-19,P035,3,180,540
T0222,C014,2024-08-19,P034,1,120,120
T0222,C014,2024-08-19,P027,2,38,76
T0222,C014,2024-08-19,P013,3,150,450
T0222,C014,2024-08-19,P019,2,78,156
T0222,C014,2024-08-19,P021,3,130,390
T0222,C014,2024-08-19,P018,1,95,95
T0222,C014,2024-08-19,P032,1,25,25
T0222,C014,2024-08-19,P026,1,42,42
T0223,C006,2025-01-09,P021,2,130,260
T0223,C006,2025-01-09,P022,3,120,360
T0223,C006,2025-01-09,P018,3,95,285
T0224,C043,2024-08-29,P001,2,62,124
T0224,C043,2024-08-29,P005,2,55,110
T0224,C043,2024-08-29,P011,3,48,144
T0224,C043,2024-08-29,P003,3,45,135
T0225,C047,2024-10-11,P015,2,45,90
T0225,C047,2024-10-11,P014,3,58,174
T0225,C047,2024-10-11,P017,1,20,20
T0225,C047,2024-10-11,P016,1,52,52
T0226,C022,2025-01-06,P025,3,28,84
T0226,C022,2025-01-06,P037,1,35,35
T0226,C022,2025-01-06,P031,2,38,76
T0226,C022,2025-01-06,P029,2,28,56
T0226,C022,2025-01-06,P038,3,42,126
T0226,C022,2025-01-06,P014,2,58,116
T0226,C022,2025-01-06,P016,1,52,52
T0227,C032,2025-03-18,P017,3,20,60
T0227,C032,2025-03-18,P037,3,35,105
T0227,C032,2025-03-18,P015,1,45,45
T0227,C032,2025-03-18,P014,1,58,58
T0227,C032,2025-03-18,P016,3,52,156
T0228,C033,2024-06-02,P050,2,78,156
T0228,C033,2024-06-02,P049,2,120,240
T0228,C033,2024-06-02,P031,1,38,38
T0228,C033,2024-06-02,P043,1,35,35
T0229,C003,2025-03-11,P035,3,180,540
T0229,C003,2025-03-11,P034,2,120,240
T0229,C003,2025-03-11,P037,2,35,70
T0229,C003,2025-03-11,P039,1,30,30
T0229,C003,2025-03-11,P036,3,95,285
T0229,C003,2025-03-11,P019,2,78,156
T0229,C003,2025-03-11,P021,1,130,130
T0229,C003,2025-03-11,P018,3,95,285
T0229,C003,2025-03-11,P038,3,42,126
T0229,C003,2025-03-11,P040,1,55,55
T0230,C012,2024-09-23,P050,2,78,156
T0230,C012,2024-09-23,P007,2,72,144
T0230,C012,2024-09-23,P047,2,180,360
T0230,C012,2024-09-23,P048,1,220,220
T0230,C012,2024-09-23,P045,3,65,195
T0230,C012,2024-09-23,P049,2,120,240
T0230,C012,2024-09-23,P003,1,45,45
T0230,C012,2024-09-23,P001,2,62,124
T0230,C012,2024-09-23,P041,1,85,85
T0230,C012,2024-09-23,P046,2,88,176
T0230,C012,2024-09-23,P043,3,35,105
T0231,C020,2024-10-03,P047,1,180,180
T0231,C020,2024-10-03,P048,3,220,660
T0231,C020,2024-10-03,P045,3,65,195
T0231,C020,2024-10-03,P017,1,20,20
T0231,C020,2024-10-03,P015,1,45,45
T0231,C020,2024-10-03,P014,1,58,58
T0231,C020,2024-10-03,P046,2,88,176
T0231,C020,2024-10-03,P016,1,52,52
T0232,C015,2025-03-05,P024,3,30,90
T0232,C015,2025-03-05,P048,2,220,440
T0232,C015,2025-03-05,P047,3,180,540
T0232,C015,2025-03-05,P049,3,120,360
T0232,C015,2025-03-05,P001,2,62,124
T0232,C015,2025-03-05,P013,1,150,150
T0232,C015,2025-03-05,P032,1,25,25
T0232,C015,2025-03-05,P026,3,42,126
T0233,C016,2025-01-01,P047,1,180,180
T0233,C016,2025-01-01,P045,3,65,195
T0233,C016,2025-01-01,P048,2,220,440
T0233,C016,2025-01-01,P003,3,45,135
T0233,C016,2025-01-01,P006,2,58,116
T0233,C016,2025-01-01,P046,2,88,176
T0234,C048,2024-07-14,P007,3,72,216
T0234,C048,2024-07-14,P044,1,95,95
T0234,C048,2024-07-14,P028,1,25,25
T0234,C048,2024-07-14,P004,2,38,76
T0234,C048,2024-07-14,P003,2,45,90
T0234,C048,2024-07-14,P001,2,62,124
T0234,C048,2024-07-14,P011,2,48,96
T0234,C048,2024-07-14,P041,3,85,255
T0234,C048,2024-07-14,P002,3,32,96
T0234,C048,2024-07-14,P043,2,35,70
T0235,C021,2025-01-18,P007,1,72,72
T0235,C021,2025-01-18,P005,1,55,55
T0235,C021,2025-01-18,P028,2,25,50
T0235,C021,2025-01-18,P024,2,30,60
T0235,C021,2025-01-18,P003,2,45,90
T0235,C021,2025-01-18,P010,2,85,170
T0235,C021,2025-01-18,P001,1,62,62
T0235,C021,2025-01-18,P029,3,28,84
T0235,C021,2025-01-18,P030,2,40,80
T0236,C050,2024-09-15,P044,2,95,190
T0236,C050,2024-09-15,P037,3,35,105
T0236,C050,2024-09-15,P019,3,78,234
T0236,C050,2024-09-15,P021,3,130,390
T0236,C050,2024-09-15,P018,1,95,95
T0236,C050,2024-09-15,P038,1,42,42
T0236,C050,2024-09-15,P014,2,58,116
T0236,C050,2024-09-15,P016,1,52,52
T0237,C006,2024-10-06,P007,2,72,144
T0237,C006,2024-10-06,P003,2,45,90
T0237,C006,2024-10-06,P039,3,30,90
T0237,C006,2024-10-06,P001,3,62,186
T0237,C006,2024-10-06,P037,3,35,105
T0237,C006,2024-10-06,P002,1,32,32
T0237,C006,2024-10-06,P019,1,78,78
T0237,C006,2024-10-06,P020,2,65,130
T0237,C006,2024-10-06,P040,1,55,55
T0238,C009,2024-08-02,P007,1,72,72
T0238,C009,2024-08-02,P001,1,62,62
T0238,C009,2024-08-02,P003,1,45,45
T0239,C026,2024-12-08,P024,1,30,30
T0239,C026,2024-12-08,P027,1,38,38
T0239,C026,2024-12-08,P032,3,25,75
T0239,C026,2024-12-08,P002,2,32,64
T0239,C026,2024-12-08,P026,1,42,42
T0240,C006,2024-11-17,P007,1,72,72
T0240,C006,2024-11-17,P001,3,62,186
T0240,C006,2024-11-17,P003,2,45,90
T0241,C047,2024-12-20,P005,2,55,110
T0241,C047,2024-12-20,P048,2,220,440
T0241,C047,2024-12-20,P047,2,180,360
T0241,C047,2024-12-20,P003,1,45,45
T0241,C047,2024-12-20,P001,1,62,62
T0241,C047,2024-12-20,P013,3,150,450
T0241,C047,2024-12-20,P012,3,65,195
T0242,C040,2024-10-04,P024,2,30,60
T0242,C040,2024-10-04,P025,1,28,28
T0242,C040,2024-10-04,P037,3,35,105
T0242,C040,2024-10-04,P039,3,30,90
T0242,C040,2024-10-04,P031,1,38,38
T0242,C040,2024-10-04,P019,3,78,234
T0242,C040,2024-10-04,P021,3,130,390
T0242,C040,2024-10-04,P018,1,95,95
T0242,C040,2024-10-04,P020,2,65,130
T0242,C040,2024-10-04,P030,3,40,120
T0242,C040,2024-10-04,P009,2,110,220
T0242,C040,2024-10-04,P040,2,55,110
T0243,C035,2025-02-04,P025,1,28,28
T0243,C035,2025-02-04,P037,1,35,35
T0243,C035,2025-02-04,P031,2,38,76
T0243,C035,2025-02-04,P019,3,78,234
T0243,C035,2025-02-04,P018,1,95,95
T0243,C035,2025-02-04,P029,1,28,28
T0243,C035,2025-02-04,P038,2,42,84
T0243,C035,2025-02-04,P016,1,52,52
T0244,C031,2025-02-27,P050,1,78,78
T0244,C031,2025-02-27,P035,1,180,180
T0244,C031,2025-02-27,P034,3,120,360
T0244,C031,2025-02-27,P049,1,120,120
T0244,C031,2025-02-27,P013,2,150,300
T0244,C031,2025-02-27,P041,3,85,255
T0244,C031,2025-02-27,P043,3,35,105
T0245,C004,2024-09-21,P050,1,78,78
T0245,C004,2024-09-21,P044,1,95,95
T0245,C004,2024-09-21,P049,1,120,120
T0245,C004,2024-09-21,P042,3,145,435
T0245,C004,2024-09-21,P021,2,130,260
T0245,C004,2024-09-21,P018,3,95,285
T0245,C004,2024-09-21,P020,3,65,195
T0245,C004,2024-09-21,P041,2,85,170
T0245,C004,2024-09-21,P043,3,35,105
T0246,C002,2024-11-28,P027,2,38,76
T0246,C002,2024-11-28,P032,3,25,75
T0246,C002,2024-11-28,P010,2,85,170
T0246,C002,2024-11-28,P011,1,48,48
T0246,C002,2024-11-28,P002,2,32,64
T0246,C002,2024-11-28,P026,1,42,42
T0247,C006,2024-06-29,P028,3,25,75
T0247,C006,2024-06-29,P001,1,62,62
T0247,C006,2024-06-29,P022,1,120,120
T0247,C006,2024-06-29,P029,2,28,56
T0247,C006,2024-06-29,P030,3,40,120
T0248,C012,2024-11-13,P001,1,62,62
T0248,C012,2024-11-13,P005,1,55,55
T0248,C012,2024-11-13,P003,3,45,135
T0249,C024,2024-07-08,P047,2,180,360
T0249,C024,2024-07-08,P045,2,65,130
T0249,C024,2024-07-08,P048,2,220,440
T0249,C024,2024-07-08,P013,1,150,150
T0249,C024,2024-07-08,P046,1,88,88
T0250,C047,2025-01-10,P024,3,30,90
T0250,C047,2025-01-10,P047,3,180,540
T0250,C047,2025-01-10,P045,2,65,130
T0250,C047,2025-01-10,P048,1,220,220
T0250,C047,2025-01-10,P001,3,62,186
T0250,C047,2025-01-10,P013,3,150,450
T0250,C047,2025-01-10,P011,1,48,48
T0250,C047,2025-01-10,P032,2,25,50
T0250,C047,2025-01-10,P026,2,42,84
T0250,C047,2025-01-10,P046,3,88,264
T0251,C045,2024-10-29,P050,1,78,78
T0251,C045,2024-10-29,P037,1,35,35
T0251,C045,2024-10-29,P001,3,62,186
T0251,C045,2024-10-29,P013,2,150,300
T0251,C045,2024-10-29,P011,3,48,144
T0252,C015,2025-03-17,P024,2,30,60
T0252,C015,2025-03-17,P028,2,25,50
T0252,C015,2025-03-17,P029,1,28,28
T0252,C015,2025-03-17,P030,3,40,120
T0252,C015,2025-03-17,P016,1,52,52
T0253,C046,2024-11-19,P007,2,72,144
T0253,C046,2024-11-19,P001,2,62,124
T0253,C046,2024-11-19,P005,1,55,55
T0253,C046,2024-11-19,P003,3,45,135
T0254,C001,2024-06-25,P025,2,28,56
T0254,C001,2024-06-25,P032,3,25,75
T0254,C001,2024-06-25,P037,2,35,70
T0254,C001,2024-06-25,P039,1,30,30
T0254,C001,2024-06-25,P022,2,120,240
T0254,C001,2024-06-25,P021,3,130,390
T0254,C001,2024-06-25,P018,3,95,285
T0254,C001,2024-06-25,P038,3,42,126
T0254,C001,2024-06-25,P040,1,55,55
T0255,C011,2025-01-18,P041,2,85,170
T0255,C011,2025-01-18,P021,1,130,130
T0255,C011,2025-01-18,P044,1,95,95
T0255,C011,2025-01-18,P042,2,145,290
T0256,C011,2024-12-10,P035,1,180,180
T0256,C011,2024-12-10,P036,2,95,190
T0256,C011,2024-12-10,P034,3,120,360
T0257,C040,2025-02-03,P005,1,55,55
T0257,C040,2025-02-03,P028,1,25,25
T0257,C040,2025-02-03,P024,1,30,30
T0257,C040,2025-02-03,P003,2,45,90
T0257,C040,2025-02-03,P001,1,62,62
T0257,C040,2025-02-03,P013,1,150,150
T0257,C040,2025-02-03,P029,2,28,56
T0257,C040,2025-02-03,P030,3,40,120
T0257,C040,2025-02-03,P011,3,48,144
T0258,C047,2025-03-04,P047,2,180,360
T0258,C047,2025-03-04,P045,1,65,65
T0258,C047,2025-03-04,P037,1,35,35
T0258,C047,2025-03-04,P019,2,78,156
T0258,C047,2025-03-04,P036,1,95,95
T0258,C047,2025-03-04,P021,2,130,260
T0258,C047,2025-03-04,P018,1,95,95
T0258,C047,2025-03-04,P046,2,88,176
T0259,C043,2025-02-01,P001,1,62,62
T0259,C043,2025-02-01,P006,2,58,116
T0259,C043,2025-02-01,P031,2,38,76
T0259,C043,2025-02-01,P011,2,48,96
T0259,C043,2025-02-01,P002,2,32,64
T0260,C043,2024-10-14,P032,2,25,50
T0260,C043,2024-10-14,P024,2,30,60
T0260,C043,2024-10-14,P026,2,42,84
T0261,C012,2025-01-15,P038,1,42,42
T0261,C012,2025-01-15,P014,2,58,116
T0261,C012,2025-01-15,P016,3,52,156
T0261,C012,2025-01-15,P037,1,35,35
T0262,C010,2024-07-20,P047,2,180,360
T0262,C010,2024-07-20,P045,3,65,195
T0262,C010,2024-07-20,P046,1,88,88
T0263,C036,2024-07-02,P044,2,95,190
T0263,C036,2024-07-02,P037,3,35,105
T0263,C036,2024-07-02,P039,1,30,30
T0263,C036,2024-07-02,P021,2,130,260
T0263,C036,2024-07-02,P018,2,95,190
T0263,C036,2024-07-02,P038,1,42,42
T0263,C036,2024-07-02,P041,2,85,170
T0263,C036,2024-07-02,P040,3,55,165
T0263,C036,2024-07-02,P043,1,35,35
T0264,C033,2025-03-20,P044,1,95,95
T0264,C033,2025-03-20,P047,1,180,180
T0264,C033,2025-03-20,P028,1,25,25
T0264,C033,2025-03-20,P045,1,65,65
T0264,C033,2025-03-20,P042,2,145,290
T0264,C033,2025-03-20,P012,1,65,65
T0264,C033,2025-03-20,P029,3,28,84
T0264,C033,2025-03-20,P030,2,40,80
T0264,C033,2025-03-20,P011,1,48,48
T0264,C033,2025-03-20,P041,3,85,255
T0264,C033,2025-03-20,P046,1,88,88
T0265,C039,2024-10-11,P037,3,35,105
T0265,C039,2024-10-11,P019,2,78,156
T0265,C039,2024-10-11,P036,2,95,190
T0265,C039,2024-10-11,P018,3,95,285
T0265,C039,2024-10-11,P038,2,42,84
T0265,C039,2024-10-11,P026,1,42,42
T0265,C039,2024-10-11,P016,3,52,156
T0266,C040,2025-03-28,P007,3,72,216
T0266,C040,2025-03-28,P035,1,180,180
T0266,C040,2025-03-28,P005,1,55,55
T0266,C040,2025-03-28,P034,3,120,360
T0266,C040,2025-03-28,P004,1,38,38
T0266,C040,2025-03-28,P003,2,45,90
T0266,C040,2025-03-28,P001,3,62,186
T0266,C040,2025-03-28,P013,2,150,300
T0266,C040,2025-03-28,P009,2,110,220
T0267,C017,2024-12-14,P024,3,30,90
T0267,C017,2024-12-14,P028,3,25,75
T0267,C017,2024-12-14,P005,3,55,165
T0267,C017,2024-12-14,P003,2,45,90
T0267,C017,2024-12-14,P001,1,62,62
T0267,C017,2024-12-14,P029,2,28,56
T0267,C017,2024-12-14,P030,2,40,80
T0267,C017,2024-12-14,P040,3,55,165
T0268,C016,2024-06-26,P024,2,30,60
T0268,C016,2024-06-26,P028,2,25,50
T0268,C016,2024-06-26,P017,2,20,40
T0268,C016,2024-06-26,P037,2,35,70
T0268,C016,2024-06-26,P015,3,45,135
T0268,C016,2024-06-26,P030,3,40,120
T0268,C016,2024-06-26,P038,1,42,42
T0268,C016,2024-06-26,P014,1,58,58
T0268,C016,2024-06-26,P016,1,52,52
T0269,C020,2025-01-13,P037,1,35,35
T0269,C020,2025-01-13,P039,2,30,60
T0269,C020,2025-01-13,P021,1,130,130
T0269,C020,2025-01-13,P018,2,95,190
T0269,C020,2025-01-13,P038,3,42,126
T0269,C020,2025-01-13,P040,2,55,110
T0269,C020,2025-01-13,P014,3,58,174
T0269,C020,2025-01-13,P016,2,52,104
T0270,C004,2025-02-19,P007,2,72,144
T0270,C004,2025-02-19,P001,1,62,62
T0270,C004,2025-02-19,P003,3,45,135
T0271,C037,2024-06-15,P002,1,32,32
T0271,C037,2024-06-15,P011,1,48,48
T0271,C037,2024-06-15,P010,1,85,85
T0272,C030,2024-06-26,P047,3,180,540
T0272,C030,2024-06-26,P048,2,220,440
T0272,C030,2024-06-26,P037,3,35,105
T0272,C030,2024-06-26,P013,1,150,150
T0272,C030,2024-06-26,P038,3,42,126
T0272,C030,2024-06-26,P014,1,58,58
T0272,C030,2024-06-26,P016,1,52,52
T0273,C024,2025-02-06,P047,2,180,360
T0273,C024,2025-02-06,P048,1,220,220
T0273,C024,2025-02-06,P045,2,65,130
T0273,C024,2025-02-06,P024,3,30,90
T0273,C024,2025-02-06,P028,3,25,75
T0273,C024,2025-02-06,P022,1,120,120
T0273,C024,2025-02-06,P021,2,130,260
T0273,C024,2025-02-06,P018,1,95,95
T0273,C024,2025-02-06,P030,2,40,80
T0273,C024,2025-02-06,P046,1,88,88
T0274,C011,2025-03-20,P050,3,78,234
T0274,C011,2025-03-20,P043,1,35,35
T0274,C011,2025-03-20,P049,2,120,240
T0275,C042,2024-12-27,P035,1,180,180
T0275,C042,2024-12-27,P005,3,55,165
T0275,C042,2024-12-27,P034,1,120,120
T0275,C042,2024-12-27,P003,1,45,45
T0275,C042,2024-12-27,P001,2,62,124
T0275,C042,2024-12-27,P042,3,145,435
T0275,C042,2024-12-27,P013,2,150,300
T0276,C046,2024-10-19,P050,1,78,78
T0276,C046,2024-10-19,P049,2,120,240
T0276,C046,2024-10-19,P037,2,35,70
T0276,C046,2024-10-19,P019,3,78,234
T0276,C046,2024-10-19,P018,3,95,285
T0276,C046,2024-10-19,P043,3,35,105
T0276,C046,2024-10-19,P038,2,42,84
T0276,C046,2024-10-19,P016,3,52,156
T0277,C007,2024-06-04,P050,3,78,234
T0277,C007,2024-06-04,P044,3,95,285
T0277,C007,2024-06-04,P047,2,180,360
T0277,C007,2024-06-04,P048,2,220,440
T0277,C007,2024-06-04,P045,3,65,195
T0277,C007,2024-06-04,P049,1,120,120
T0277,C007,2024-06-04,P041,2,85,170
T0277,C007,2024-06-04,P046,1,88,88
T0277,C007,2024-06-04,P043,2,35,70
T0278,C018,2024-11-14,P045,2,65,130
T0278,C018,2024-11-14,P034,1,120,120
T0278,C018,2024-11-14,P037,1,35,35
T0278,C018,2024-11-14,P038,3,42,126
T0278,C018,2024-11-14,P014,1,58,58
T0278,C018,2024-11-14,P046,1,88,88
T0278,C018,2024-11-14,P016,3,52,156
T0279,C026,2024-11-11,P005,3,55,165
T0279,C026,2024-11-11,P025,1,28,28
T0279,C026,2024-11-11,P003,3,45,135
T0279,C026,2024-11-11,P001,3,62,186
T0279,C026,2024-11-11,P031,3,38,114
T0279,C026,2024-11-11,P029,1,28,28
T0279,C026,2024-11-11,P009,2,110,220
T0279,C026,2024-11-11,P026,3,42,126
T0280,C046,2024-09-22,P044,3,95,285
T0280,C046,2024-09-22,P024,2,30,60
T0280,C046,2024-09-22,P025,1,28,28
T0280,C046,2024-09-22,P037,3,35,105
T0280,C046,2024-09-22,P031,3,38,114
T0280,C046,2024-09-22,P042,1,145,145
T0280,C046,2024-09-22,P019,2,78,156
T0280,C046,2024-09-22,P018,1,95,95
T0280,C046,2024-09-22,P030,2,40,80
T0280,C046,2024-09-22,P038,1,42,42
T0280,C046,2024-09-22,P041,3,85,255
T0280,C046,2024-09-22,P016,2,52,104
T0281,C047,2025-03-14,P024,3,30,90
T0281,C047,2025-03-14,P028,1,25,25
T0281,C047,2025-03-14,P029,1,28,28
T0281,C047,2025-03-14,P030,2,40,80
T0282,C015,2024-11-05,P044,2,95,190
T0282,C015,2024-11-05,P042,1,145,145
T0282,C015,2024-11-05,P019,3,78,234
T0282,C015,2024-11-05,P021,3,130,390
T0282,C015,2024-11-05,P018,3,95,285
T0282,C015,2024-11-05,P030,3,40,120
T0282,C015,2024-11-05,P041,1,85,85
T0282,C015,2024-11-05,P008,2,138,276
